,airport,courier,domestic,international,month,year
0,All,All,815489,92565,10,2002
1,All,All,766775,91342,11,2002
2,All,All,782175,96881,12,2002
3,All,All,785651,98053,1,2003
4,All,All,690750,85965,2,2003
5,All,All,797634,97929,3,2003
6,All,All,766639,89398,4,2003
7,All,All,789857,87671,5,2003
8,All,All,798841,95435,6,2003
9,All,All,832075,102795,7,2003
10,All,All,831185,102145,8,2003
11,All,All,782264,90681,9,2003
12,All,All,818777,91820,10,2003
13,All,All,766266,91004,11,2003
14,All,All,798879,97094,12,2003
15,All,All,787719,98671,1,2004
16,All,All,762038,92915,2,2004
17,All,All,834912,101541,3,2004
18,All,All,818293,100027,4,2004
19,All,All,833861,102602,5,2004
20,All,All,837451,104769,6,2004
21,All,All,871526,113956,7,2004
22,All,All,883458,112497,8,2004
23,All,All,819715,96493,9,2004
24,All,All,861739,97757,10,2004
25,All,All,820586,96169,11,2004
26,All,All,836749,103282,12,2004
27,All,All,807817,104435,1,2005
28,All,All,761366,94597,2,2005
29,All,All,867055,108324,3,2005
30,All,All,838535,105103,4,2005
31,All,All,873425,108663,5,2005
32,All,All,863921,110219,6,2005
33,All,All,887493,118188,7,2005
34,All,All,891350,116031,8,2005
35,All,All,815316,101031,9,2005
36,All,All,831717,99765,10,2005
37,All,All,797856,96426,11,2005
38,All,All,802522,104899,12,2005
39,All,All,785817,106320,1,2006
40,All,All,716229,96254,2,2006
41,All,All,824241,110615,3,2006
42,All,All,794799,107878,4,2006
43,All,All,824452,108911,5,2006
44,All,All,820712,111788,6,2006
45,All,All,852500,119813,7,2006
46,All,All,866941,118451,8,2006
47,All,All,800175,104855,9,2006
48,All,All,828582,103471,10,2006
49,All,All,792846,100564,11,2006
50,All,All,805456,110289,12,2006
51,All,All,804290,110453,1,2007
52,All,All,724968,99896,2,2007
53,All,All,830718,114004,3,2007
54,All,All,809999,110511,4,2007
55,All,All,844412,111809,5,2007
56,All,All,832520,114555,6,2007
57,All,All,864001,122527,7,2007
58,All,All,872656,121949,8,2007
59,All,All,805360,106044,9,2007
60,All,All,841460,106443,10,2007
61,All,All,804957,104662,11,2007
62,All,All,804237,113110,12,2007
63,All,All,793595,113045,1,2008
64,All,All,746895,106644,2,2008
65,All,All,817736,117470,3,2008
66,All,All,799847,113495,4,2008
67,All,All,820332,114686,5,2008
68,All,All,816138,116272,6,2008
69,All,All,844962,122974,7,2008
70,All,All,823729,121976,8,2008
71,All,All,728544,101441,9,2008
72,All,All,758740,102984,10,2008
73,All,All,707430,100507,11,2008
74,All,All,720279,107283,12,2008
75,All,All,710155,109016,1,2009
76,All,All,660098,98596,2,2009
77,All,All,747568,111898,3,2009
78,All,All,729067,108439,4,2009
79,All,All,749196,99434,5,2009
80,All,All,760357,106627,6,2009
81,All,All,794188,115443,7,2009
82,All,All,781510,113768,8,2009
83,All,All,709954,97400,9,2009
84,All,All,726799,98788,10,2009
85,All,All,694945,97589,11,2009
86,All,All,705101,106367,12,2009
87,All,All,695109,108804,1,2010
88,All,All,623211,96264,2,2010
89,All,All,740135,111927,3,2010
90,All,All,722797,106640,4,2010
91,All,All,741802,110374,5,2010
92,All,All,751554,113690,6,2010
93,All,All,782645,122866,7,2010
94,All,All,781584,117795,8,2010
95,All,All,718801,100656,9,2010
96,All,All,737409,103417,10,2010
97,All,All,704530,98623,11,2010
98,All,All,702788,106912,12,2010
99,All,All,681361,109621,1,2011
100,All,All,625691,98560,2,2011
101,All,All,754851,114192,3,2011
102,All,All,720272,110620,4,2011
103,All,All,743929,109856,5,2011
104,All,All,756838,112313,6,2011
105,All,All,783938,122315,7,2011
106,All,All,768089,116831,8,2011
107,All,All,706499,104962,9,2011
108,All,All,723342,106471,10,2011
109,All,All,682775,101704,11,2011
110,All,All,701502,111934,12,2011
111,All,All,677862,111741,1,2012
112,All,All,647146,104745,2,2012
113,All,All,728770,117555,3,2012
114,All,All,707126,112750,4,2012
115,All,All,725850,114385,5,2012
116,All,All,735215,117309,6,2012
117,All,All,757577,124934,7,2012
118,All,All,753520,123078,8,2012
119,All,All,678061,107311,9,2012
120,All,All,694790,106620,10,2012
121,All,All,669357,104854,11,2012
122,All,All,670926,113805,12,2012
123,All,All,662137,115425,1,2013
124,All,All,607674,103764,2,2013
125,All,All,710251,120765,3,2013
126,All,All,693969,115552,4,2013
127,All,All,721525,118763,5,2013
128,All,All,719431,119376,6,2013
129,All,All,751574,127554,7,2013
130,All,All,747152,125665,8,2013
131,All,All,683465,106028,9,2013
132,All,All,708485,111647,10,2013
133,All,All,655857,105703,11,2013
134,All,All,662418,114664,12,2013
135,All,All,624949,116059,1,2014
136,All,All,577281,103775,2,2014
137,All,All,696466,124874,3,2014
138,All,All,676427,119965,4,2014
139,All,All,695942,122279,5,2014
140,All,All,702089,126102,6,2014
141,All,All,735523,134191,7,2014
142,All,All,724088,130211,8,2014
143,All,All,665581,111093,9,2014
144,All,All,694036,112478,10,2014
145,All,All,649019,110523,11,2014
146,All,All,666401,121656,12,2014
147,All,All,634868,120629,1,2015
148,All,All,570076,107407,2,2015
149,All,All,684009,124658,3,2015
150,All,All,669870,122749,4,2015
151,All,All,690229,125341,5,2015
152,All,All,697511,127980,6,2015
153,All,All,732894,137374,7,2015
154,All,All,724134,134508,8,2015
155,All,All,658506,115656,9,2015
156,All,All,687829,117640,10,2015
157,All,All,651293,112599,11,2015
158,All,All,659939,125812,12,2015
159,All,All,636891,124547,1,2016
160,All,All,612253,115833,2,2016
161,All,All,697950,129858,3,2016
162,All,All,675684,125563,4,2016
163,All,All,702400,129532,5,2016
164,All,All,712818,134102,6,2016
165,All,All,730227,141554,7,2016
166,All,All,731337,137972,8,2016
167,All,All,672465,120938,9,2016
168,All,All,687972,121745,10,2016
169,All,All,657984,115950,11,2016
170,All,All,662013,131692,12,2016
171,All,All,645111,130475,1,2017
172,All,All,591980,115773,2,2017
173,All,All,697509,133546,3,2017
174,All,All,673293,132078,4,2017
175,All,AllUS,815032,53708,10,2002
176,All,AllUS,766327,53279,11,2002
177,All,AllUS,781653,57219,12,2002
178,All,AllUS,785160,57667,1,2003
179,All,AllUS,690351,51259,2,2003
180,All,AllUS,797194,58926,3,2003
181,All,AllUS,766260,55005,4,2003
182,All,AllUS,789397,55265,5,2003
183,All,AllUS,798351,58225,6,2003
184,All,AllUS,831619,62957,7,2003
185,All,AllUS,830737,63760,8,2003
186,All,AllUS,781804,54017,9,2003
187,All,AllUS,818308,54272,10,2003
188,All,AllUS,765842,53817,11,2003
189,All,AllUS,798392,57578,12,2003
190,All,AllUS,787237,58293,1,2004
191,All,AllUS,761618,55822,2,2004
192,All,AllUS,834476,60649,3,2004
193,All,AllUS,817899,60455,4,2004
194,All,AllUS,833350,62596,5,2004
195,All,AllUS,836916,64256,6,2004
196,All,AllUS,871049,69890,7,2004
197,All,AllUS,882979,68332,8,2004
198,All,AllUS,819294,56541,9,2004
199,All,AllUS,861291,58659,10,2004
200,All,AllUS,820048,58312,11,2004
201,All,AllUS,836232,63469,12,2004
202,All,AllUS,807338,64803,1,2005
203,All,AllUS,760955,59351,2,2005
204,All,AllUS,866593,68802,3,2005
205,All,AllUS,838122,66430,4,2005
206,All,AllUS,872961,68225,5,2005
207,All,AllUS,863422,69814,6,2005
208,All,AllUS,887084,74818,7,2005
209,All,AllUS,890938,73164,8,2005
210,All,AllUS,814935,61812,9,2005
211,All,AllUS,831265,61017,10,2005
212,All,AllUS,797460,59265,11,2005
213,All,AllUS,802067,65240,12,2005
214,All,AllUS,785364,66236,1,2006
215,All,AllUS,715843,60661,2,2006
216,All,AllUS,823793,70264,3,2006
217,All,AllUS,794390,68537,4,2006
218,All,AllUS,824051,68676,5,2006
219,All,AllUS,820310,71424,6,2006
220,All,AllUS,852114,76301,7,2006
221,All,AllUS,866551,74735,8,2006
222,All,AllUS,799777,62710,9,2006
223,All,AllUS,828218,63105,10,2006
224,All,AllUS,792523,61823,11,2006
225,All,AllUS,805058,68978,12,2006
226,All,AllUS,803924,69634,1,2007
227,All,AllUS,724657,62711,2,2007
228,All,AllUS,830373,72367,3,2007
229,All,AllUS,809663,70037,4,2007
230,All,AllUS,844074,70437,5,2007
231,All,AllUS,832163,72797,6,2007
232,All,AllUS,863658,77533,7,2007
233,All,AllUS,872349,76818,8,2007
234,All,AllUS,805066,64283,9,2007
235,All,AllUS,841179,64536,10,2007
236,All,AllUS,804635,64236,11,2007
237,All,AllUS,803981,70325,12,2007
238,All,AllUS,793275,70805,1,2008
239,All,AllUS,746679,66402,2,2008
240,All,AllUS,817511,74449,3,2008
241,All,AllUS,799664,70840,4,2008
242,All,AllUS,820114,71787,5,2008
243,All,AllUS,815914,72783,6,2008
244,All,AllUS,844737,77244,7,2008
245,All,AllUS,823517,75242,8,2008
246,All,AllUS,728377,59708,9,2008
247,All,AllUS,758538,60997,10,2008
248,All,AllUS,707246,60687,11,2008
249,All,AllUS,720062,65422,12,2008
250,All,AllUS,709933,66971,1,2009
251,All,AllUS,659899,61219,2,2009
252,All,AllUS,747363,69764,3,2009
253,All,AllUS,728856,67069,4,2009
254,All,AllUS,748984,63841,5,2009
255,All,AllUS,760136,66341,6,2009
256,All,AllUS,793994,71164,7,2009
257,All,AllUS,781315,70022,8,2009
258,All,AllUS,709793,57696,9,2009
259,All,AllUS,726573,58273,10,2009
260,All,AllUS,694749,58724,11,2009
261,All,AllUS,704840,64801,12,2009
262,All,AllUS,694852,66583,1,2010
263,All,AllUS,622999,59833,2,2010
264,All,AllUS,739894,69737,3,2010
265,All,AllUS,722566,66054,4,2010
266,All,AllUS,741574,68031,5,2010
267,All,AllUS,751326,70427,6,2010
268,All,AllUS,782439,76123,7,2010
269,All,AllUS,781423,72823,8,2010
270,All,AllUS,718643,60368,9,2010
271,All,AllUS,737224,62454,10,2010
272,All,AllUS,704372,60704,11,2010
273,All,AllUS,702581,66014,12,2010
274,All,AllUS,681152,68426,1,2011
275,All,AllUS,625530,61615,2,2011
276,All,AllUS,754669,71925,3,2011
277,All,AllUS,720073,68663,4,2011
278,All,AllUS,743778,67680,5,2011
279,All,AllUS,756675,69903,6,2011
280,All,AllUS,783811,76305,7,2011
281,All,AllUS,767948,71574,8,2011
282,All,AllUS,706395,61645,9,2011
283,All,AllUS,723222,62821,10,2011
284,All,AllUS,682660,60778,11,2011
285,All,AllUS,701348,67821,12,2011
286,All,AllUS,677704,68013,1,2012
287,All,AllUS,647027,64878,2,2012
288,All,AllUS,728636,73363,3,2012
289,All,AllUS,706994,68925,4,2012
290,All,AllUS,725712,69813,5,2012
291,All,AllUS,735084,72160,6,2012
292,All,AllUS,757484,76163,7,2012
293,All,AllUS,753441,74196,8,2012
294,All,AllUS,677990,62528,9,2012
295,All,AllUS,694712,62790,10,2012
296,All,AllUS,669260,61817,11,2012
297,All,AllUS,670793,67858,12,2012
298,All,AllUS,662014,68653,1,2013
299,All,AllUS,607564,62950,2,2013
300,All,AllUS,710137,73801,3,2013
301,All,AllUS,693876,69117,4,2013
302,All,AllUS,721429,70699,5,2013
303,All,AllUS,719340,72922,6,2013
304,All,AllUS,751473,77429,7,2013
305,All,AllUS,747070,75176,8,2013
306,All,AllUS,683379,62011,9,2013
307,All,AllUS,708414,64554,10,2013
308,All,AllUS,655776,63286,11,2013
309,All,AllUS,662288,69136,12,2013
310,All,AllUS,624812,68624,1,2014
311,All,AllUS,577191,63469,2,2014
312,All,AllUS,696376,76064,3,2014
313,All,AllUS,676337,71580,4,2014
314,All,AllUS,695855,72994,5,2014
315,All,AllUS,701992,76431,6,2014
316,All,AllUS,735424,80457,7,2014
317,All,AllUS,723997,76481,8,2014
318,All,AllUS,665490,62408,9,2014
319,All,AllUS,693925,63369,10,2014
320,All,AllUS,648891,64800,11,2014
321,All,AllUS,666264,71191,12,2014
322,All,AllUS,634734,69893,1,2015
323,All,AllUS,569972,62648,2,2015
324,All,AllUS,683892,72926,3,2015
325,All,AllUS,669783,70846,4,2015
326,All,AllUS,690115,71597,5,2015
327,All,AllUS,697378,74020,6,2015
328,All,AllUS,732753,78536,7,2015
329,All,AllUS,723998,75991,8,2015
330,All,AllUS,658392,62367,9,2015
331,All,AllUS,687710,63662,10,2015
332,All,AllUS,651176,63492,11,2015
333,All,AllUS,659785,70945,12,2015
334,All,AllUS,636745,70476,1,2016
335,All,AllUS,612142,65871,2,2016
336,All,AllUS,697812,74166,3,2016
337,All,AllUS,675552,71002,4,2016
338,All,AllUS,702268,72121,5,2016
339,All,AllUS,712670,75061,6,2016
340,All,AllUS,730051,78724,7,2016
341,All,AllUS,731189,74894,8,2016
342,All,AllUS,672330,62582,9,2016
343,All,AllUS,687837,63260,10,2016
344,All,AllUS,657846,61188,11,2016
345,All,AllUS,661863,72280,12,2016
346,All,AllUS,644970,71242,1,2017
347,All,AllUS,591850,63807,2,2017
348,All,AllUS,697353,73727,3,2017
349,All,AllUS,673177,72110,4,2017
350,All,AllForeign,457,38857,10,2002
351,All,AllForeign,448,38063,11,2002
352,All,AllForeign,522,39662,12,2002
353,All,AllForeign,491,40386,1,2003
354,All,AllForeign,399,34706,2,2003
355,All,AllForeign,440,39003,3,2003
356,All,AllForeign,379,34393,4,2003
357,All,AllForeign,460,32406,5,2003
358,All,AllForeign,490,37210,6,2003
359,All,AllForeign,456,39838,7,2003
360,All,AllForeign,448,38385,8,2003
361,All,AllForeign,460,36664,9,2003
362,All,AllForeign,469,37548,10,2003
363,All,AllForeign,424,37187,11,2003
364,All,AllForeign,487,39516,12,2003
365,All,AllForeign,482,40378,1,2004
366,All,AllForeign,420,37093,2,2004
367,All,AllForeign,436,40892,3,2004
368,All,AllForeign,394,39572,4,2004
369,All,AllForeign,511,40006,5,2004
370,All,AllForeign,535,40513,6,2004
371,All,AllForeign,477,44066,7,2004
372,All,AllForeign,479,44165,8,2004
373,All,AllForeign,421,39952,9,2004
374,All,AllForeign,448,39098,10,2004
375,All,AllForeign,538,37857,11,2004
376,All,AllForeign,517,39813,12,2004
377,All,AllForeign,479,39632,1,2005
378,All,AllForeign,411,35246,2,2005
379,All,AllForeign,462,39522,3,2005
380,All,AllForeign,413,38673,4,2005
381,All,AllForeign,464,40438,5,2005
382,All,AllForeign,499,40405,6,2005
383,All,AllForeign,409,43370,7,2005
384,All,AllForeign,412,42867,8,2005
385,All,AllForeign,381,39219,9,2005
386,All,AllForeign,452,38748,10,2005
387,All,AllForeign,396,37161,11,2005
388,All,AllForeign,455,39659,12,2005
389,All,AllForeign,453,40084,1,2006
390,All,AllForeign,386,35593,2,2006
391,All,AllForeign,448,40351,3,2006
392,All,AllForeign,409,39341,4,2006
393,All,AllForeign,401,40235,5,2006
394,All,AllForeign,402,40364,6,2006
395,All,AllForeign,386,43512,7,2006
396,All,AllForeign,390,43716,8,2006
397,All,AllForeign,398,42145,9,2006
398,All,AllForeign,364,40366,10,2006
399,All,AllForeign,323,38741,11,2006
400,All,AllForeign,398,41311,12,2006
401,All,AllForeign,366,40819,1,2007
402,All,AllForeign,311,37185,2,2007
403,All,AllForeign,345,41637,3,2007
404,All,AllForeign,336,40474,4,2007
405,All,AllForeign,338,41372,5,2007
406,All,AllForeign,357,41758,6,2007
407,All,AllForeign,343,44994,7,2007
408,All,AllForeign,307,45131,8,2007
409,All,AllForeign,294,41761,9,2007
410,All,AllForeign,281,41907,10,2007
411,All,AllForeign,322,40426,11,2007
412,All,AllForeign,256,42785,12,2007
413,All,AllForeign,320,42240,1,2008
414,All,AllForeign,216,40242,2,2008
415,All,AllForeign,225,43021,3,2008
416,All,AllForeign,183,42655,4,2008
417,All,AllForeign,218,42899,5,2008
418,All,AllForeign,224,43489,6,2008
419,All,AllForeign,225,45730,7,2008
420,All,AllForeign,212,46734,8,2008
421,All,AllForeign,167,41733,9,2008
422,All,AllForeign,202,41987,10,2008
423,All,AllForeign,184,39820,11,2008
424,All,AllForeign,217,41861,12,2008
425,All,AllForeign,222,42045,1,2009
426,All,AllForeign,199,37377,2,2009
427,All,AllForeign,205,42134,3,2009
428,All,AllForeign,211,41370,4,2009
429,All,AllForeign,212,35593,5,2009
430,All,AllForeign,221,40286,6,2009
431,All,AllForeign,194,44279,7,2009
432,All,AllForeign,195,43746,8,2009
433,All,AllForeign,161,39704,9,2009
434,All,AllForeign,226,40515,10,2009
435,All,AllForeign,196,38865,11,2009
436,All,AllForeign,261,41566,12,2009
437,All,AllForeign,257,42221,1,2010
438,All,AllForeign,212,36431,2,2010
439,All,AllForeign,241,42190,3,2010
440,All,AllForeign,231,40586,4,2010
441,All,AllForeign,228,42343,5,2010
442,All,AllForeign,228,43263,6,2010
443,All,AllForeign,206,46743,7,2010
444,All,AllForeign,161,44972,8,2010
445,All,AllForeign,158,40288,9,2010
446,All,AllForeign,185,40963,10,2010
447,All,AllForeign,158,37919,11,2010
448,All,AllForeign,207,40898,12,2010
449,All,AllForeign,209,41195,1,2011
450,All,AllForeign,161,36945,2,2011
451,All,AllForeign,182,42267,3,2011
452,All,AllForeign,199,41957,4,2011
453,All,AllForeign,151,42176,5,2011
454,All,AllForeign,163,42410,6,2011
455,All,AllForeign,127,46010,7,2011
456,All,AllForeign,141,45257,8,2011
457,All,AllForeign,104,43317,9,2011
458,All,AllForeign,120,43650,10,2011
459,All,AllForeign,115,40926,11,2011
460,All,AllForeign,154,44113,12,2011
461,All,AllForeign,158,43728,1,2012
462,All,AllForeign,119,39867,2,2012
463,All,AllForeign,134,44192,3,2012
464,All,AllForeign,132,43825,4,2012
465,All,AllForeign,138,44572,5,2012
466,All,AllForeign,131,45149,6,2012
467,All,AllForeign,93,48771,7,2012
468,All,AllForeign,79,48882,8,2012
469,All,AllForeign,71,44783,9,2012
470,All,AllForeign,78,43830,10,2012
471,All,AllForeign,97,43037,11,2012
472,All,AllForeign,133,45947,12,2012
473,All,AllForeign,123,46772,1,2013
474,All,AllForeign,110,40814,2,2013
475,All,AllForeign,114,46964,3,2013
476,All,AllForeign,93,46435,4,2013
477,All,AllForeign,96,48064,5,2013
478,All,AllForeign,91,46454,6,2013
479,All,AllForeign,101,50125,7,2013
480,All,AllForeign,82,50489,8,2013
481,All,AllForeign,86,44017,9,2013
482,All,AllForeign,71,47093,10,2013
483,All,AllForeign,81,42417,11,2013
484,All,AllForeign,130,45528,12,2013
485,All,AllForeign,137,47435,1,2014
486,All,AllForeign,90,40306,2,2014
487,All,AllForeign,90,48810,3,2014
488,All,AllForeign,90,48385,4,2014
489,All,AllForeign,87,49285,5,2014
490,All,AllForeign,97,49671,6,2014
491,All,AllForeign,99,53734,7,2014
492,All,AllForeign,91,53730,8,2014
493,All,AllForeign,91,48685,9,2014
494,All,AllForeign,111,49109,10,2014
495,All,AllForeign,128,45723,11,2014
496,All,AllForeign,137,50465,12,2014
497,All,AllForeign,134,50736,1,2015
498,All,AllForeign,104,44759,2,2015
499,All,AllForeign,117,51732,3,2015
500,All,AllForeign,87,51903,4,2015
501,All,AllForeign,114,53744,5,2015
502,All,AllForeign,133,53960,6,2015
503,All,AllForeign,141,58838,7,2015
504,All,AllForeign,136,58517,8,2015
505,All,AllForeign,114,53289,9,2015
506,All,AllForeign,119,53978,10,2015
507,All,AllForeign,117,49107,11,2015
508,All,AllForeign,154,54867,12,2015
509,All,AllForeign,146,54071,1,2016
510,All,AllForeign,111,49962,2,2016
511,All,AllForeign,138,55692,3,2016
512,All,AllForeign,132,54561,4,2016
513,All,AllForeign,132,57411,5,2016
514,All,AllForeign,148,59041,6,2016
515,All,AllForeign,176,62830,7,2016
516,All,AllForeign,148,63078,8,2016
517,All,AllForeign,135,58356,9,2016
518,All,AllForeign,135,58485,10,2016
519,All,AllForeign,138,54762,11,2016
520,All,AllForeign,150,59412,12,2016
521,All,AllForeign,141,59233,1,2017
522,All,AllForeign,130,51966,2,2017
523,All,AllForeign,156,59819,3,2017
524,All,AllForeign,116,59968,4,2017
525,All,AS,12931,1482,10,2002
526,All,AS,12004,1795,11,2002
527,All,AS,12627,1865,12,2002
528,All,AS,12421,1799,1,2003
529,All,AS,11151,1673,2,2003
530,All,AS,12551,1878,3,2003
531,All,AS,12510,1765,4,2003
532,All,AS,13508,1541,5,2003
533,All,AS,14557,1546,6,2003
534,All,AS,15488,1675,7,2003
535,All,AS,15432,1690,8,2003
536,All,AS,13419,1400,9,2003
537,All,AS,13450,1487,10,2003
538,All,AS,12581,1752,11,2003
539,All,AS,13257,1833,12,2003
540,All,AS,12314,1796,1,2004
541,All,AS,12259,1699,2,2004
542,All,AS,13481,1823,3,2004
543,All,AS,13176,1707,4,2004
544,All,AS,14048,1503,5,2004
545,All,AS,14600,1589,6,2004
546,All,AS,15454,1690,7,2004
547,All,AS,15401,1691,8,2004
548,All,AS,13656,1470,9,2004
549,All,AS,13534,1456,10,2004
550,All,AS,12701,1760,11,2004
551,All,AS,13096,1806,12,2004
552,All,AS,12796,1783,1,2005
553,All,AS,11770,1674,2,2005
554,All,AS,13065,1926,3,2005
555,All,AS,12534,1867,4,2005
556,All,AS,12522,1669,5,2005
557,All,AS,13417,1516,6,2005
558,All,AS,14251,1569,7,2005
559,All,AS,14263,1695,8,2005
560,All,AS,13021,1537,9,2005
561,All,AS,13116,1546,10,2005
562,All,AS,12304,1860,11,2005
563,All,AS,12772,1954,12,2005
564,All,AS,12572,1979,1,2006
565,All,AS,11397,1750,2,2006
566,All,AS,12946,1970,3,2006
567,All,AS,12630,1901,4,2006
568,All,AS,13414,1548,5,2006
569,All,AS,13897,1497,6,2006
570,All,AS,14514,1601,7,2006
571,All,AS,14612,1604,8,2006
572,All,AS,13180,1433,9,2006
573,All,AS,13165,1541,10,2006
574,All,AS,12287,1970,11,2006
575,All,AS,12708,2062,12,2006
576,All,AS,12468,2044,1,2007
577,All,AS,11492,1843,2,2007
578,All,AS,12812,2059,3,2007
579,All,AS,12658,1962,4,2007
580,All,AS,13968,1581,5,2007
581,All,AS,14179,1539,6,2007
582,All,AS,14648,1537,7,2007
583,All,AS,14611,1532,8,2007
584,All,AS,13376,1441,9,2007
585,All,AS,13231,1532,10,2007
586,All,AS,12262,1820,11,2007
587,All,AS,12769,1884,12,2007
588,All,AS,12506,1870,1,2008
589,All,AS,11795,1753,2,2008
590,All,AS,12804,1881,3,2008
591,All,AS,12471,1768,4,2008
592,All,AS,13117,1454,5,2008
593,All,AS,13388,1291,6,2008
594,All,AS,14200,1255,7,2008
595,All,AS,13738,1176,8,2008
596,All,AS,12112,913,9,2008
597,All,AS,12306,952,10,2008
598,All,AS,11061,1174,11,2008
599,All,AS,10847,1258,12,2008
600,All,AS,11071,1276,1,2009
601,All,AS,10183,1142,2,2009
602,All,AS,11114,1264,3,2009
603,All,AS,11029,1226,4,2009
604,All,AS,11809,1004,5,2009
605,All,AS,12127,926,6,2009
606,All,AS,12760,761,7,2009
607,All,AS,12618,744,8,2009
608,All,AS,11222,685,9,2009
609,All,AS,11409,724,10,2009
610,All,AS,10415,1082,11,2009
611,All,AS,10716,1252,12,2009
612,All,AS,10482,1215,1,2010
613,All,AS,9482,1056,2,2010
614,All,AS,10914,1183,3,2010
615,All,AS,10730,1173,4,2010
616,All,AS,11584,1007,5,2010
617,All,AS,12339,845,6,2010
618,All,AS,12934,856,7,2010
619,All,AS,12843,850,8,2010
620,All,AS,11521,808,9,2010
621,All,AS,11623,903,10,2010
622,All,AS,11050,1106,11,2010
623,All,AS,11465,1273,12,2010
624,All,AS,11400,1251,1,2011
625,All,AS,10355,1212,2,2011
626,All,AS,11878,1367,3,2011
627,All,AS,11703,1317,4,2011
628,All,AS,12136,1086,5,2011
629,All,AS,12836,991,6,2011
630,All,AS,13304,1036,7,2011
631,All,AS,13260,1018,8,2011
632,All,AS,11806,960,9,2011
633,All,AS,11894,998,10,2011
634,All,AS,11193,1174,11,2011
635,All,AS,11446,1253,12,2011
636,All,AS,11017,1261,1,2012
637,All,AS,10753,1181,2,2012
638,All,AS,12020,1323,3,2012
639,All,AS,11899,1243,4,2012
640,All,AS,12610,1041,5,2012
641,All,AS,13278,957,6,2012
642,All,AS,13816,974,7,2012
643,All,AS,13655,958,8,2012
644,All,AS,11941,898,9,2012
645,All,AS,11947,990,10,2012
646,All,AS,11723,1066,11,2012
647,All,AS,11997,1196,12,2012
648,All,AS,11985,1198,1,2013
649,All,AS,10869,1086,2,2013
650,All,AS,12662,1297,3,2013
651,All,AS,12562,1204,4,2013
652,All,AS,13061,1067,5,2013
653,All,AS,13988,1083,6,2013
654,All,AS,14730,1116,7,2013
655,All,AS,14505,1090,8,2013
656,All,AS,12632,892,9,2013
657,All,AS,12639,948,10,2013
658,All,AS,12299,1181,11,2013
659,All,AS,12527,1182,12,2013
660,All,AS,12277,1210,1,2014
661,All,AS,11230,1094,2,2014
662,All,AS,12907,1249,3,2014
663,All,AS,12666,1206,4,2014
664,All,AS,13228,1041,5,2014
665,All,AS,14156,1086,6,2014
666,All,AS,14984,1136,7,2014
667,All,AS,15086,1061,8,2014
668,All,AS,13282,669,9,2014
669,All,AS,13386,657,10,2014
670,All,AS,13038,1052,11,2014
671,All,AS,13598,1182,12,2014
672,All,AS,13231,1136,1,2015
673,All,AS,12139,980,2,2015
674,All,AS,14303,1180,3,2015
675,All,AS,13942,1078,4,2015
676,All,AS,14672,831,5,2015
677,All,AS,15039,781,6,2015
678,All,AS,15814,772,7,2015
679,All,AS,16089,794,8,2015
680,All,AS,14257,703,9,2015
681,All,AS,14458,845,10,2015
682,All,AS,13956,1139,11,2015
683,All,AS,14469,1256,12,2015
684,All,AS,14113,1253,1,2016
685,All,AS,13382,1150,2,2016
686,All,AS,14761,1268,3,2016
687,All,AS,14673,1132,4,2016
688,All,AS,15396,890,5,2016
689,All,AS,15737,934,6,2016
690,All,AS,16271,992,7,2016
691,All,AS,16519,963,8,2016
692,All,AS,13873,920,9,2016
693,All,AS,14059,1118,10,2016
694,All,AS,13953,1230,11,2016
695,All,AS,14409,1394,12,2016
696,All,AS,14525,1399,1,2017
697,All,AS,13108, ,2,2017
698,All,AS,15379, ,3,2017
699,All,AS,15239, ,4,2017
700,All,G4,155, ,10,2002
701,All,G4,157, ,11,2002
702,All,G4,155, ,12,2002
703,All,G4,134, ,1,2003
704,All,G4,105, ,2,2003
705,All,G4,148, ,3,2003
706,All,G4,144, ,4,2003
707,All,G4,147, ,5,2003
708,All,G4,164, ,6,2003
709,All,G4,249, ,7,2003
710,All,G4,299, ,8,2003
711,All,G4,279, ,9,2003
712,All,G4,301, ,10,2003
713,All,G4,293, ,11,2003
714,All,G4,298, ,12,2003
715,All,G4,253, ,1,2004
716,All,G4,278, ,2,2004
717,All,G4,355, ,3,2004
718,All,G4,340, ,4,2004
719,All,G4,368, ,5,2004
720,All,G4,333, ,6,2004
721,All,G4,373, ,7,2004
722,All,G4,423, ,8,2004
723,All,G4,425, ,9,2004
724,All,G4,486,1,10,2004
725,All,G4,479, ,11,2004
726,All,G4,527, ,12,2004
727,All,G4,476, ,1,2005
728,All,G4,429, ,2,2005
729,All,G4,510, ,3,2005
730,All,G4,499, ,4,2005
731,All,G4,594, ,5,2005
732,All,G4,808,8,6,2005
733,All,G4,808, ,7,2005
734,All,G4,780, ,8,2005
735,All,G4,740, ,9,2005
736,All,G4,816, ,10,2005
737,All,G4,877, ,11,2005
738,All,G4,1124, ,12,2005
739,All,G4,1206, ,1,2006
740,All,G4,1206, ,2,2006
741,All,G4,1392, ,3,2006
742,All,G4,1318, ,4,2006
743,All,G4,1236, ,5,2006
744,All,G4,1436, ,6,2006
745,All,G4,1533, ,7,2006
746,All,G4,1431, ,8,2006
747,All,G4,1162, ,9,2006
748,All,G4,1257, ,10,2006
749,All,G4,1523, ,11,2006
750,All,G4,1860, ,12,2006
751,All,G4,1704, ,1,2007
752,All,G4,1753, ,2,2007
753,All,G4,2196, ,3,2007
754,All,G4,2030, ,4,2007
